"5uM_10h"	"5uM_10h.1"	"5uM_10h.2"	"5uM_10h.3"	"5uM_10h.4"	"5uM_10h.5"	"10uM_10h"	"10uM_10h.1"	"10uM_10h.2"	"10uM_10h.3"	"10uM_10h.4"	"10uM_10h.5"	"UT_24h"	"UT_24h.1"	"UT_24h.2"	"UT_24h.3"	"UT_24h.4"	"UT_24h.5"	"5uM_24h"	"5uM_24h.1"	"5uM_24h.2"	"5uM_24h.3"	"5uM_24h.4"	"5uM_24h.5"	"10uM_24h"	"10uM_24h.1"	"10uM_24h.2"	"10uM_24h.3"	"10uM_24h.4"	"10uM_24h.5"	"UT_48h"	"UT_48h.1"	"UT_48h.2"	"UT_48h.3"	"UT_48h.4"	"UT_48h.5"	"Veh_48h"	"Veh_48h.1"	"Veh_48h.2"	"Veh_48h.3"	"Veh_48h.4"	"Veh_48h.5"	"5uM_48h"	"5uM_48h.1"	"5uM_48h.2"	"5uM_48h.3"	"5uM_48h.4"	"5uM_48h.5"	"Veh_72h"	"Veh_72h.1"	"Veh_72h.2"	"Veh_72h.3"	"Veh_72h.4"	"Veh_72h.5"
"sphingomyelin (d18:1/20:0, d16:1/22:0)*"	335144	219447	320783	487379	381446	487023	513126	236673	140088	365652	311139	536030	126455	225315	219694	361704	138386	205987	222489	311524	226322	370450	252531	415715	116422	368554	107668	215500	454955	577064	244291	488655	106916	NA	293042	345790	308590	312418	244894	265618	147321	467908	351589	431612	159650	321607	146899	373573	285744	418870	244315	430846	487919	583867
"sphingomyelin (d18:1/20:1, d18:2/20:0)*"	126932	106745	82605	176689	162723	193734	184640	101272	101635	128021	134262	164158	56472	91020	92484	134274	65363	110232	116628	129294	108971	180573	122325	136163	45994	130352	NA	101918	171587	206106	88881	205973	33541	NA	97142	162697	96347	122703	110597	76761	70109	141975	125214	173890	99289	137625	54385	153257	165116	223129	95299	139325	233708	287025
"sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*"	808066	598278	NA	1018297	837353	1119062	1049178	734397	386034	836542	665945	1172876	372954	567536	606422	799197	356422	560576	375370	651182	492105	855392	NA	761310	293242	793664	351751	557814	1005197	1357381	518991	1175586	339776	NA	712193	816617	695313	535918	674192	439423	349659	799970	779461	928963	218561	833443	404857	948235	750425	1154091	523340	877358	1139526	1336411
"sphingomyelin (d18:1/24:1, d18:2/24:0)*"	4516428	2476542	3154871	4991696	4413753	5560332	5240407	3295206	1812764	4574925	3268139	5618630	2461387	3312315	3148807	5203686	2153921	3203930	3041516	3826795	3335334	4682990	3339467	4080192	2060527	3975388	1871857	2994263	5318108	7253371	3676323	7150393	2351037	1012607	3697626	4972373	4098762	4405777	3380409	3169471	2524654	5882700	4069452	5150112	2356793	4593201	2507170	5065786	3723963	4910652	3439603	5094497	5433478	6212180
"sphingomyelin (d18:2/16:0, d18:1/16:1)*"	1969243	1898677	1795304	1875184	2103595	2226987	2283574	1468212	1651251	1934431	1881865	1783583	2092603	2520293	2614788	2785830	2683255	2404482	2339791	3092039	2822161	2633011	2165258	2245787	1997356	2675054	2008760	2566023	2916631	2440862	3441814	5088329	2875818	790348	3730659	4318670	3186068	3180912	3747463	2656369	3714710	5217432	2528794	3041248	3442720	2549687	2307130	3040834	3839391	4154906	3992820	5255626	4876496	5138536
"sphingomyelin (d18:2/24:1, d18:1/24:2)*"	1273864	959451	972961	1614443	1431020	1279121	1675997	1050090	802056	1302150	1158820	1863968	598119	1040308	932856	1923365	552076	942362	1121604	1196498	1165675	1552699	1120994	1097862	700742	1276093	637128	1208317	2031876	2353332	836049	2098886	557060	110890	824365	1763266	872599	1339502	952150	761870	690979	804003	1535421	1704491	885366	1567967	565999	1414586	1071711	1628954	971945	1119145	1651112	1730511
"sphingosine"	2637378	3069283	2289846	2843650	2464594	2772001	2810701	2502538	2344661	3041880	2709509	3037234	2136172	2107898	1884097	2662697	2233160	2429131	2846303	2696555	2256531	2524324	3069730	3440194	2496460	2731009	2090922	2928853	3880068	3538550	3554128	4355965	2893267	499863	3575453	3670792	2118724	2539346	2807348	1732610	2881973	3202030	3728809	3812186	3104891	3408113	4287526	3958126	4570904	3917836	5486400	5885455	7014189	6279313
"stachydrine"	161657	256121	146433	84802	131081	101618	230146	251172	268458	312185	125058	114514	169993	235631	220848	308318	231598	239927	182588	125245	174098	NA	125753	118905	282435	133422	223947	91446	237814	218637	NA	191438	532383	121964	172225	257355	318608	254979	278760	NA	1984682	3217807	290148	248968	160492	237522	213089	NA	21915352	NA	409122	257701	290697	454445
"stearoyl ethanolamide"	264097	229266	851575	341903	249621	1577799	249921	252866	232283	2128354	253589	1227088	1002812	3815441	256190	263085	257991	291910	300730	1980325	2724566	3078528	329960	253045	297528	1895696	298052	291013	288607	1613695	344178	983243	350102	4889426	1932298	2212259	2716198	300080	2156713	338802	4620612	369333	291847	3996443	306923	301630	319074	4100832	469626	424262	433972	2681287	498563	950979
"stearoyl sphingomyelin (d18:1/18:0)"	2169639	1534092	1735929	2274566	2104567	2645480	2472189	1307495	1226887	2273343	1694637	2111317	963826	1499785	1611043	2483911	1109740	1497472	1594280	2027438	1923262	2848391	1758930	2345968	1120202	2323336	1003897	1763724	2505371	2934798	1860563	4089923	1230861	472630	2434855	3556624	2611996	2805860	2427942	1774810	1752113	3664806	2739731	3210995	2048823	2726173	1527448	3599300	2675127	3842164	2022985	3065691	3544385	4642239
"stearoylcarnitine"	1660289	2088977	1353319	1272607	1602613	1411905	2536992	2528008	1809934	2031724	1655171	1571624	1356464	1230806	757501	703947	1096013	821226	1671192	1570311	1538197	1508936	1497208	1448946	1517086	1593399	1517624	1551396	2148720	1897848	1402269	1427223	736159	222772	886402	838982	669446	600566	684459	447922	780966	796905	1526826	1415611	1371248	1059390	1119684	1145921	718015	817150	917912	931866	831850	877485
"succinate"	13823104	16004637	14130049	13628209	14301864	13965396	11300651	14248975	16831484	11286104	17492196	12572470	17358112	18704844	15120460	14003912	13615831	17703812	15810935	19590560	16831188	9623426	15904678	16223193	10949009	13157282	16341747	9727669	17180872	14702707	24126682	24560582	21973544	9045602	21725468	24399932	21345036	20465320	24707692	14950732	28126526	26721196	24480136	24773996	18607570	16388280	25117860	17705872	27469610	25525772	28171080	30417256	43149236	30592838
"succinylcarnitine"	99464	164195	154880	99742	78748	113639	174872	180173	150148	110014	103076	82069	297497	361937	194578	361364	252243	384995	241296	161333	167014	135817	130563	177462	275042	108698	194470	107314	151831	304631	259537	294276	541466	71900	274098	324546	276469	343291	245965	161028	244845	245488	326078	262975	236592	327973	177613	188082	526212	250499	831377	481232	508771	739270
"sulfate*"	10505633	17096756	19122706	9395453	NA	21578512	3817047	9177675	18679732	8855903	4249119	25081768	7995397	17889924	19003004	3268637	1154430	22419684	9553057	6252944	22895712	6563770	6097364	9897206	8945718	1028367	26976300	9974428	21245196	20339376	3241936	9897971	16911866	8530875	NA	20007460	9604510	12459358	22000952	2586082	3835759	22997116	8335319	5881270	19120624	9702874	20450742	24411304	3212523	6464926	27795816	4399769	26491414	28147046
"taurine"	7498981	6674463	7228159	7695633	6617053	6623462	8233671	7362681	6899159	7830687	6303972	6559804	10127245	11351689	11078825	11733753	9446010	10132694	9613332	10552797	9595364	9567910	9446742	8545495	9592759	10240614	8613368	8564106	10177181	10680294	14982675	16393379	14253234	7004234	14456803	15435239	12590823	11930274	14021541	11136165	12851454	15759710	11087789	9579759	9095506	9628834	9856682	9974465	17199342	17519164	20660030	22241604	21854528	22216428
"thiamin (Vitamin B1)"	923569	1087714	1159383	868095	913110	944133	1111901	1279722	1236543	710165	1077818	954494	1697928	2247846	1495043	2392421	1343759	1961151	1592422	1247265	1056019	961849	1111947	669081	2006528	1192522	1405174	785856	1111712	1802953	1964697	1988377	3478930	343391	2396054	1695840	2041775	2470508	2050128	1031151	2129618	2304349	1693521	1387572	1170780	1685931	1098115	895007	2726020	2026595	4162684	2707746	3083547	3894774
"thiamin diphosphate"	50281	47714	48145	49129	43455	43905	54236	46771	42456	51352	48400	44100	94127	92803	89042	87536	75297	77192	72535	81281	73981	53928	64810	58551	68820	66758	75424	62139	76927	68766	121185	146705	144858	17423	134268	138769	106027	109977	125242	73319	110373	128284	89102	76321	93950	80814	83369	75240	142444	112128	163032	169890	176043	185797
"thioproline"	1972702	5120319	4589775	4302478	4914542	3415502	5186776	5210212	3848251	1970665	12770972	2585625	5624038	3974410	2568805	3767891	3573421	3735589	5607030	3448616	2967936	5472321	2284388	3039956	3420282	2285110	2597106	2069219	3487388	3058276	5198543	3219878	5099788	929330	4456271	4265366	3960761	2628973	3353440	2902468	8608092	4828044	4996254	4473814	4817181	3531477	6210677	3069639	7938648	6066138	6773409	9082454	8048182	5543781
"threonine"	6214249	8110990	9906011	6419371	6117597	6971210	8494889	7115774	8538259	5955855	11161859	8266429	10156652	10195455	11832968	14384264	10257349	11832472	8533874	7758449	6425825	7209465	7675779	6468113	8224755	7322017	8446210	6031197	8283569	8182380	11609851	12141550	16916692	3170995	18793548	17015952	10053758	10832310	11436675	6239321	14690561	14361349	9669978	8583249	9405287	9340158	11735626	9583598	17113686	12734136	26386252	18841706	29558218	24486746
"tiglylcarnitine"	193179	325053	268405	152685	163414	146281	352308	365330	233337	166342	185520	131130	310115	387811	165787	430856	210972	345797	295711	151618	145198	125318	168825	157070	366844	159880	206374	163912	214955	279612	308846	273481	516430	47787	236795	306000	252902	354026	220759	127763	275093	272347	445929	282047	179461	299217	143259	221231	450897	289393	881136	385691	558138	773786
"trans-4-hydroxyproline"	30230262	54405784	51924016	35103976	46613560	47580952	47931428	53311660	55472256	29428908	35791544	36961252	59900356	52585664	33433974	58147420	43590432	54653120	49235224	29977206	32286808	43107556	39129260	40942248	41147280	26941368	36390448	27823042	33652604	57034124	61132064	46824376	74789392	21069704	56117112	68522400	49402980	58253160	59657316	44800900	75424248	53971304	64089556	58671404	39135636	47136576	54417776	50000896	93415168	50962988	93982176	94549936	85846704	102233376
"tricosanoyl sphingomyelin (d18:1/23:0)*"	NA	NA	NA	108244	NA	NA	100692	NA	NA	NA	NA	NA	NA	60045	NA	124540	NA	NA	NA	37673	NA	NA	NA	NA	NA	96712	NA	NA	55612	99460	67131	155745	NA	NA	133938	67285	NA	NA	50641	48918	NA	NA	46085	70970	NA	35358	NA	72524	105859	86296	NA	192556	198051	182818
"tricosenoate (23:1)"	NA	NA	NA	66410	49645	72460	72754	50628	40420	NA	NA	NA	64670	32096	50574	NA	NA	NA	44729	NA	NA	39405	NA	97957	58312	NA	62971	NA	NA	147097	154558	84271	NA	NA	130407	106115	67631	105974	201112	84986	124243	151979	174712	183365	118908	140279	128626	172461	141049	315728	247203	222435	326214	337525
"trigonelline (N'-methylnicotinate)"	320068	751782	418282	244849	476060	339566	652367	811934	598682	407677	703797	252765	781521	499063	412760	353542	528136	330325	1083776	567129	564333	309079	517129	216355	820651	456146	608161	326382	637220	389815	442991	354560	986513	166430	512543	818793	507589	635841	776367	346558	822008	385468	706520	344808	702630	419663	886130	392311	907030	411569	673325	562253	773171	484710
"trizma acetate"	504514	1226418	860300	741906	1288168	1278130	758124	24618612	32500204	812747	945963	900377	788984	1588314	432296	1697490	840668	840850	880788	1046159	875109	581434	1912264	663267	1173873	1095925	98050880	1371917	425915	602104	NA	563251	624643	4375563	195958	919051	1442097	592385	NA	508174	478360	492560	514334	2259335	838672	906486	1604481	1609685	919890	383035	499373	382845	NA	391373
"tryptophan"	2037404	2648535	3162149	2503533	2263043	2347569	2916192	3192067	2978585	1483152	2921018	2344787	3629665	4689443	4115742	5181146	3488531	5156444	3325331	2753019	2826075	2449809	2584450	2292413	4472862	2933683	3839091	1929933	2763199	4514961	5285476	4181504	6922442	955714	5900350	5218907	3547040	4314996	4335895	1972248	4822893	5044225	4473328	3364551	3787386	3980633	4175601	2767686	6259367	4635624	10031656	6682319	8538785	8742176
"tyrosine"	5698369	4493419	5200258	5130954	4791871	4868018	6119101	4380748	5115956	5151904	9473233	4638366	7340347	8029664	9930942	9720556	8754285	9187673	6166771	7238781	6406269	4946010	5649984	5060226	7141622	6736219	6926764	5984880	7269461	6370588	11588797	12074912	13490514	2672502	15095819	14666835	8100387	8248597	8882529	5507736	10744325	13087663	5651813	5962733	8732354	7460733	8165775	7393754	13436295	11556719	19222840	17516760	18903412	17785894
"UDP-galactose"	NA	334500	279525	52064	251998	380222	NA	289298	359116	NA	235001	254140	NA	559033	377384	32828	204152	732344	NA	372193	428880	84301	331073	297222	NA	432821	334715	NA	338281	367503	233787	1255527	664742	NA	551537	1355254	285784	772789	953055	202954	594237	1232981	NA	464364	471860	139333	489266	762771	231461	1146858	1386887	233316	1173401	1178371
"UDP-glucose"	280504	1033773	1359345	583696	810955	2037466	NA	849182	1875644	NA	764604	1235634	339032	1800658	2662374	968895	747323	3859005	541141	1214763	2123441	887086	1144953	1735225	790917	1181586	1650260	195894	1284070	1916659	2269258	3194641	2788662	438929	2051508	8304830	1912125	2198116	3803804	1429367	1737037	4133769	454455	1599257	2037196	1169786	1607413	3267117	2054968	3195202	8230477	2115313	3965326	5597371
"UDP-glucuronate"	533198	542522	408754	385367	431770	363665	474072	524435	384552	438176	293459	338942	782814	867142	623378	795418	639230	749890	553652	482807	557931	560126	563591	555943	435631	499905	525624	369760	522845	580610	1380571	1533671	1382762	444376	1276127	1445443	1008539	1019715	1336311	887710	1133160	1349233	850348	863696	713097	764310	723865	795390	1418789	1298121	1633523	1869246	1776343	1707869
"UDP-N-acetylglucosamine"	3212545	6639161	6132825	4425308	5866761	6364487	2707492	5599393	6171918	2334197	5892733	6427103	3133923	10221529	9899222	6111248	7236130	10596699	3935006	8951605	7853828	5962522	7347871	7477569	5516156	8187097	7731624	3140609	8321157	7506760	12867741	20731880	17562250	2631575	17015824	23549212	12508063	14694790	19950524	7630774	16038431	22047514	4787952	10743518	11377027	8628689	11771143	10930580	12304261	19721082	23714268	11480063	30410034	26578056
"urate"	170072	114978	140068	152168	135531	108115	178881	90242	178013	118958	197487	151674	124283	140481	163866	115587	123808	129561	128940	125943	94313	370289	118184	163426	157505	107909	120533	134452	196254	175428	243406	259494	236818	71891	221246	219336	130687	193811	153866	128817	179854	183565	128253	146061	152404	155502	161962	222168	240138	155840	309932	325030	326211	251823
"uridine"	167483	131769	267910	183725	153233	326781	254838	234968	371786	306501	363350	412662	442528	316215	433184	255132	358243	533611	233050	187345	395742	200734	177973	367541	380343	370046	583945	386262	258144	597450	754923	646461	1153428	152004	522261	1100577	429540	339410	875182	292823	530418	968934	482066	304507	795191	409284	380584	424727	1318305	656766	1307034	1155104	1080044	1611766
"uridine 5'-diphosphate (UDP)"	1091166	929954	1149681	1016251	887670	978248	857792	869287	1083975	926088	954026	999565	1477745	1699011	1618929	1509948	1625518	1754459	1141213	1070568	1186862	1116182	1155071	1018642	1029739	995463	1045238	1045661	853293	1083185	2608559	2885134	2859806	1006360	2698197	3139336	2325007	2600573	3228918	2054228	2782325	3175142	1690143	1660818	2081553	1739069	1349080	1631990	2988318	2945663	3409494	3642767	3336544	3871726
"uridine 5'-monophosphate (UMP)"	NA	151181	235237	158222	253915	488284	NA	171705	143817	NA	NA	388861	NA	732606	562289	316356	431372	1449572	NA	605231	647802	80378	306025	349350	124780	280891	531257	NA	228350	275639	858041	573290	1563491	NA	1247891	2481539	732615	526776	1722357	132953	1102077	1214623	NA	443987	1021609	406237	562150	564644	977834	606766	2122773	456469	1555596	779692
"uridine 5'-triphosphate (UTP)"	2139219	1828449	1743416	2154023	1784878	1600999	1982209	1421708	1467371	1698197	2491376	1603987	2494522	3148777	2531996	2925062	2710940	2789727	2087081	2147346	1891209	3335405	1955137	1773239	1855554	2017535	1694432	1761739	1983442	1841848	4509578	5134926	4750904	2866294	4865171	5237718	4319640	4338480	5623349	4610444	4607166	5660198	3387980	3204193	3012386	3242289	3133353	3069659	5198904	5971282	6693152	7384493	6817669	7762493
"valine"	16878096	6542123	9628329	9091876	22138472	20574004	13552919	7347488	9371074	14022874	21920196	10178122	13081291	10565976	18877276	12348162	20200030	11352415	11208266	16058948	20571158	9618949	11461121	14933607	14620150	17318344	16540794	17692944	18053560	11336584	28438972	25616580	16871428	12998015	20497248	26403332	11470508	11291801	20335144	12500431	21510004	25218778	10230451	9235303	21649494	11732047	16103733	18837320	15945435	22318204	22180308	31863210	27550832	24176296
"xanthine"	86910	NA	146829	193011	183551	141392	142118	NA	143878	149580	822727	198096	NA	NA	219718	205147	NA	NA	167578	155202	50827	NA	NA	NA	185969	192032	157600	127597	162372	120453	55530	46623	145120	NA	270060	221015	106277	71087	47692	NA	326616	216891	206260	63317	182250	144949	292382	187288	73095	38317	148078	198576	378000	293014
"xanthosine"	21940	32092	NA	22929	23013	22910	46580	48048	47350	35856	37680	18950	32030	30380	NA	NA	NA	27560	NA	NA	15012	NA	NA	NA	29802	21196	NA	14383	27613	NA	111619	127636	60923	NA	19423	26237	60593	89277	NA	NA	26897	23834	NA	NA	19354	28132	NA	NA	105569	45100	85044	38345	38501	79434
"X - 11381"	129388	311136	291903	192122	177707	212938	318110	263505	277234	192526	151456	164989	436449	539560	249276	537329	369724	528193	405202	194515	259074	187435	200077	220928	456887	233487	323188	132558	292092	418548	437923	487472	779096	NA	380821	556099	432901	538654	410243	271853	393389	382729	466614	387189	374256	462517	205888	263211	741503	425287	1069905	575165	878940	1017056
"X - 12015"	178105	161994	156647	138724	165691	133609	195603	128312	138679	163092	123091	136884	187458	213784	154364	193919	179729	163841	378610	411902	381313	276472	245062	260274	464192	359412	447143	329297	479190	338113	187586	239272	243758	34502	258673	264820	196318	232842	248168	119059	210390	245210	314768	369304	413731	372884	281037	265300	189926	134939	183988	184728	142801	176397
"X - 12688"	379513	610736	546236	412871	341593	226848	553076	688742	592575	424404	384878	441302	846499	1108451	624590	1089650	602337	1010229	856737	633374	600135	500996	482819	660277	1226504	583109	934913	636518	761581	1421454	778883	892030	1348031	148297	767115	963912	765977	990071	673267	NA	632034	617463	1106572	799659	715690	1025188	641670	659676	1140100	739811	1685282	1133675	1190827	1570850
"X - 12748"	6189060	5839825	6255037	6197415	5810809	5941250	6273721	5144137	6282359	6623433	5713832	6088330	9326865	9730070	9533825	9836752	8636327	8786506	8497477	9107743	8431481	7645033	7759755	7693526	8564434	9251504	8533266	8660194	8630060	8513640	12351494	11983147	12437986	3076345	12129848	12663910	9000944	9453679	12589333	7049106	12009032	13427049	9179351	8775536	10194057	9065068	9400003	9158899	12568750	11856893	15596336	15850946	16312391	15139014
"X - 14056"	180607	460332	370979	143138	365627	329383	255793	200135	202496	199139	622853	247456	838369	1167954	475829	981602	619681	1134134	387751	271716	391138	146864	200642	238926	495997	129392	363636	210416	260443	511442	712229	722389	1758764	114864	851349	1047315	559913	734774	674654	478674	941591	936075	458913	405571	423292	665082	504809	397083	1367724	481984	2295665	979590	794218	1784771
"X - 14568"	31428210	32607220	27190212	26993634	30249186	28779536	28094140	27726024	28192070	28680778	29675412	29959458	32013018	28480862	27595040	28285212	34242848	30126070	29033024	30535258	30913026	27201016	30347584	29810574	29989868	28189488	31826362	31569532	27603142	24618364	29078544	23883740	30951378	7379130	30042640	27450868	26583388	28211952	31345024	15976752	31395366	27857182	27862816	27223208	33428742	30300404	29361932	25729036	28485540	24234080	24496350	22004588	26742940	21213788
"X - 15220"	110733	158342	198607	173480	137039	76336	139639	92068	94567	82796	257285	145714	73790	57667	63098	50649	141279	107587	92744	102962	116561	61586	94274	69208	107602	66833	118980	107377	52910	28558	150894	128564	67266	26298	76052	177570	142101	469167	45660	96963	83577	45621	125410	141131	45481	37245	121234	42491	68669	29742	86020	87586	133828	32695
"X - 15245"	NA	NA	NA	20326	NA	17089	NA	14214	NA	32177	NA	NA	58845	37810	25666	19645	NA	27502	23934	NA	17865	NA	25157	24161	NA	28414	NA	NA	NA	27343	111787	88301	52014	NA	74941	88002	62354	55208	93067	34682	70242	78251	63685	55653	81754	58734	52128	50133	113390	90493	116264	132301	169263	140631
"X - 17677"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20934	17952	14424	NA	14582	21263	NA	NA	15116	NA	NA	NA	21030	23055	17607	NA	22131	20514	32068	22588	42495	41037	51159	53604
"X - 18779"	388158	417345	285671	316660	318407	329083	351685	297790	334837	318086	331733	292826	417557	367793	323338	278669	470331	386251	299310	361110	401638	348866	358082	374737	363172	351208	397071	361657	315498	286858	364549	325314	422929	70976	339080	342676	282008	332771	380719	217642	399940	332743	300922	316124	413786	418396	325699	295740	366599	291446	318837	344899	352291	290861
"X - 21343"	270827	211987	287550	356185	338662	235013	199539	396515	517894	74356	82830	NA	136893	408447	555246	124110	142407	129217	195857	217142	154285	163109	332094	243345	194762	649421	529514	154923	363221	519399	NA	79534	54739	NA	NA	65328	49842	177951	227961	62284	73042	121618	NA	129121	117844	91086	144501	114619	NA	135218	72165	NA	129665	168618
"X - 21365"	1220305	1747955	1486765	1080227	1111883	1118970	1493931	1900322	1350888	1044736	1038635	1069485	2681872	3141517	2308893	3203113	2189265	3333919	2123108	1526110	1637518	1501639	1238275	1522674	2417115	1529503	1702096	775386	1562403	2201491	3605208	3489037	5995449	515045	3882442	3348452	3627909	3490483	3866125	1278095	2606883	3028171	2688408	2104307	2036564	2707038	1736527	1737581	4449478	3281303	7278302	5132725	6497398	7650499
"X - 21891"	NA	66462	73082	56616	85118	64042	21778	101046	69355	19860	75615	80819	NA	90823	76776	33706	89505	84213	40500	117982	77499	35602	85346	64795	35806	92353	75351	41574	82867	65292	28524	102908	99749	NA	91092	91168	35601	127761	89938	NA	85581	83774	39233	96657	63171	26586	68130	59814	25935	142126	92976	32673	117581	95567
"X - 22768"	221343	223589	218503	231130	194314	218626	235517	242478	228092	224879	221187	208644	330690	394931	374365	288130	269047	294103	335983	340054	294076	261623	294598	284643	281805	339895	331872	277920	294588	290991	263637	297764	361765	118450	326422	333507	352987	290584	375467	353519	393790	304619	351492	346077	321064	295119	297228	304919	323609	512995	390228	378927	447683	350573
"X - 22770"	37393	51337	39516	30304	55566	34999	NA	32451	44680	40320	50748	44007	76899	56935	71285	75239	90773	80486	47227	55195	89564	63077	62081	56427	44647	37125	49501	56450	49122	51811	102618	82185	132151	16894	123174	91607	42806	55889	103068	57946	104433	93117	72569	57826	132746	83437	83364	71735	81230	55115	120149	98500	182043	127190
"X - 22776"	87136	94941	125719	105291	87810	76911	87576	306941	330130	56075	42633	48694	120946	174037	195003	94187	73363	93665	134217	130677	84707	80150	92221	112128	104078	289183	248631	82581	157227	149543	92117	76516	87814	17951	65160	119366	78382	226059	98845	61880	74037	87581	65837	64365	89127	83583	65853	64816	78353	121842	88507	92316	92829	109118
"X - 24020"	2941035	3917491	3331814	2769883	2671353	2870696	3617587	4367556	3820641	2445385	2645153	3356672	4454725	5570931	3483222	5601486	3895855	5233398	4236851	3169790	3313819	3060162	3341485	2579246	5180584	3851197	4115919	2900407	3698790	5122134	5932342	6143078	8432235	1041386	6229429	5484004	5113333	6280422	5949591	2834166	5270012	6387111	4847883	4416652	3876211	4897885	3261111	3132410	7272387	5423144	9726276	7683330	9011406	9660771
"X - 24054"	85834	78253	103721	125124	158405	178847	177324	85163	35355	171913	121990	201641	62802	93165	75324	178070	NA	86365	72822	114052	120752	206228	72191	141152	66181	98731	27768	77614	155347	205928	117051	359070	114752	NA	178875	318827	160198	111628	126749	112596	116029	295462	157554	204446	89991	150071	85220	245898	97596	145399	108977	262038	277357	354824
"X - 24061"	2068881	1381565	1612250	2343962	2135525	2687567	2438054	1032498	1060080	2147025	1859846	2566079	807430	1317597	1439083	2090153	949150	1237098	1153072	1708307	1380079	2105907	1497578	2015732	852021	1656749	829009	1450157	2274221	2384293	1389861	3025881	934686	315813	1682168	2540473	1675328	1704701	1496810	1453124	1150846	2651784	1696391	2100681	1139380	1596217	1001890	2279889	1989780	2627473	1692915	2939973	3352801	3904640
"X - 24097"	772005	747786	803513	816240	946069	1001598	928932	663158	790679	910771	989660	959331	773669	917776	1063117	1079960	1057228	924934	761753	976939	929931	1018715	764675	799799	748333	957222	700463	934952	1054553	923867	1537128	1914145	1213609	416542	1721151	1918233	1225587	1253759	1658180	1295250	1682763	2408486	787724	1018974	1156488	841560	804932	963216	1886755	2114235	2206909	3094900	3238694	2867804
"X - 24241"	NA	149437	92850	58831	95352	76237	138880	120362	NA	85557	68406	46764	158721	166896	83447	173809	134709	184704	173830	NA	110112	NA	75243	NA	169037	74232	155202	NA	122293	176146	151788	125536	272449	NA	67672	155829	188826	192406	112552	75050	197777	150820	222743	160388	121930	170661	NA	114106	271996	122415	355446	131165	180488	394898
"X - 24435"	NA	589787	473919	398460	474146	388116	NA	291801	320462	142870	289130	278289	189050	282213	436304	440014	190100	368454	404724	275258	397602	385669	338902	390982	154693	278947	481039	134849	392895	478230	445543	498570	409946	NA	372605	568647	322240	548667	406322	224338	444946	415233	396112	570889	447259	299858	522546	529631	540218	394552	544011	494801	786343	1196438
"X - 24803"	605858496	671573824	634943232	566713984	655139904	667646912	628081856	604623872	634520576	591626048	572850048	616851904	818448256	789782528	678342464	770447424	847415552	812651456	745753280	691680768	728229248	687309184	623901248	647048448	763290304	668750592	734992832	657778368	664415680	666857984	832791040	883003648	935609088	355434944	878464896	963857984	798787456	850420928	832571776	634625856	1006687296	977312000	745222336	760206272	840492672	757696192	723110912	711661056	994617152	807970368	1058854336	1072529792	1084047744	1054473152
"X - 24804"	31806932	31977570	34503056	33848988	33577920	35238072	35150044	32567898	33528686	33000678	29001190	32859420	50363400	55566884	47085240	54759880	46385828	51346636	46089656	41859244	41281228	41299160	37390696	36823880	44579992	41311052	41381516	36846248	42467928	45216728	67311392	80430352	72906792	28997508	68124272	86388984	60540312	62186848	62241912	52750768	71051392	82064112	50619892	48803348	46454012	46527724	46176328	47456104	83077752	78604368	111223584	126329336	116043872	128554816
"X - 24806"	13288359	13753360	14240140	13806068	13795173	14806812	15133090	14213093	13751530	14166999	12347238	13807727	20217194	22899738	19907642	23622908	19011342	23073864	19212756	17477084	17114332	17099354	15865749	15126364	19686612	17273972	16823108	15401335	17153224	19060216	27052094	31042870	30938514	11127504	28326672	34108008	24891454	26649690	25947708	21204814	29250052	31976792	22522330	20709668	11395459	19565124	19259108	20182930	32807706	30690788	44009200	47669760	44709808	51225008
"X - 24831"	23192	38352	37566	44355	35934	33567	NA	34743	48192	33529	82435	40287	22946	40064	42757	49074	38940	40121	43057	40904	33999	53653	48676	35195	36025	36292	31021	23563	39525	52625	68934	63522	42273	31773	66338	62049	39806	40051	53843	35080	76277	51593	50157	34574	28351	38554	48913	45635	76632	69027	53323	96789	101732	68235
